gene_name,log10FPKM,,,
LOC110440161,-4.000,,,
LOC110440162,-0.844,,,
LOC110440165,-4.000,,,
LOC110440166,-4.000,,,
LOC110440167,-4.000,,,
LOC110440169,-4.000,,,
LOC110440170,-1.222,,,
LOC110440171,-1.046,,,
LOC110440174,0.369,,,
LOC110440176,-4.000,,,
LOC110440177,-0.265,,,
LOC110440178,-1.436,,,
LOC110440179,-1.273,,,
LOC110440180,0.114,,,
LOC110440183,-2.477,,,
LOC110440188,-4.000,,,
LOC110440189,-4.000,,,
LOC110440191,-4.000,,,
LOC110440194,-4.000,,,
LOC110440195,0.237,,,
LOC110440196,-0.844,,,
LOC110440198,-0.239,,,
LOC110440201,-2.176,,,
LOC110440202,-0.174,,,
LOC110440204,-2.176,,,
LOC110440205,-4.000,,,
LOC110440207,-4.000,,,
LOC110440209,-4.000,,,
LOC110440211,-4.000,,,
LOC110440213,-1.523,,,
LOC110440214,0.278,,,
LOC110440215,-1.247,,,
LOC110440216,-1.176,,,
LOC110440217,-4.000,,,
LOC110440218,-0.509,,,
LOC110440219,-1.331,,,
LOC110440222,-2.176,,,
LOC402866,-0.473,,,
LOC407643,0.272,,,
LOC553316,-1.523,,,
LOC555502,-4.000,,,
LOC555793,-0.357,,,
LOC556106,-1.062,,,
LOC556170,-0.569,,,
LOC556339,-1.273,,,
LOC556451,-4.000,,,
LOC556532,-4.000,,,
LOC556776,-1.436,,,
LOC556912,-4.000,,,
LOC557268,-0.538,,,
LOC557729,0.338,,,
LOC558721,-4.000,,,
LOC558761,0.385,,,
LOC558805,-4.000,,,
LOC559107,-4.000,,,
LOC559196,-0.252,,,
LOC559501,-4.000,,,
LOC559538,-4.000,,,
LOC559585,-4.000,,,
LOC559637,-0.796,,,
LOC559843,-0.057,,,
LOC560099,1.097,,,
LOC560278,-4.000,,,
LOC560447,-4.000,,,
LOC560461,-4.000,,,
LOC560870,0.441,,,
LOC560949,-4.000,,,
LOC561230,-0.824,,,
LOC561346,-1.363,,,
LOC561361,-0.909,,,
LOC561456,-4.000,,,
LOC561873,-4.000,,,
LOC562049,-0.373,,,
LOC562053,-0.052,,,
LOC562098,-0.316,,,
LOC562648,-0.824,,,
LOC562898,-4.000,,,
LOC563477,-0.290,,,
LOC564237,-4.000,,,
LOC564253,0.218,,,
LOC564307,-1.574,,,
loc564481,-4.000,,,
LOC564610,-1.574,,,
LOC564671,-4.000,,,
LOC564731,0.085,,,
LOC565002,-4.000,,,
LOC565594,-1.062,,,
LOC565905,-4.000,,,
LOC566055,-1.477,,,
LOC566064,-4.000,,,
LOC566194,-0.448,,,
LOC566574,-4.000,,,
LOC566587,1.136,,,
LOC566646,-4.000,,,
LOC567521,-1.046,,,
LOC567650,-4.000,,,
LOC567909,0.752,,,
LOC568392,-0.664,,,
LOC568680,-4.000,,,
LOC568754,-0.959,,,
LOC568866,-1.875,,,
LOC568930,-0.886,,,
LOC569097,-2.000,,,
LOC569262,-0.141,,,
LOC569391,-0.121,,,
LOC569566,0.400,,,
LOC569568,-1.436,,,
LOC569612,-1.875,,,
LOC569920,-1.079,,,
LOC569982,-0.247,,,
LOC570079,-4.000,,,
LOC570163,-4.000,,,
LOC570185,-4.000,,,
LOC570251,-2.176,,,
LOC570405,-0.249,,,
LOC570526,0.109,,,
LOC570723,0.044,,,
LOC570835,0.611,,,
LOC570903,-1.046,,,
LOC571043,-4.000,,,
LOC571123,-0.006,,,
LOC571499,-4.000,,,
LOC571721,-4.000,,,
LOC571737,-1.778,,,
LOC572443,-4.000,,,
LOC792447,-0.402,,,
LOC792627,-0.428,,,
LOC792894,-0.897,,,
LOC792958,-0.796,,,
LOC793010,-2.176,,,
LOC793110,-1.155,,,
LOC793244,-4.000,,,
LOC793251,-4.000,,,
LOC793291,0.912,,,
LOC793449,-4.000,,,
LOC793521,-1.699,,,
LOC793560,-4.000,,,
LOC793648,-4.000,,,
LOC793824,-0.394,,,
LOC793843,-4.000,,,
LOC794117,-0.092,,,
LOC794378,-1.115,,,
LOC794452,-0.638,,,
LOC794549,-0.064,,,
LOC794642,0.092,,,
LOC794656,-4.000,,,
LOC794757,-4.000,,,
LOC794838,-4.000,,,
LOC795066,-0.699,,,
LOC795083,-0.334,,,
LOC795227,-4.000,,,
LOC795526,-1.632,,,
LOC795531,-1.198,,,
LOC795545,0.492,,,
LOC795662,-1.079,,,
LOC795766,-0.585,,,
LOC795897,-4.000,,,
LOC795962,-4.000,,,
LOC795971,-4.000,,,
LOC796000,-0.097,,,
LOC796088,-0.778,,,
LOC796099,-4.000,,,
LOC796257,-1.778,,,
LOC796293,-4.000,,,
LOC796311,-1.574,,,
LOC796314,-0.921,,,
LOC796453,1.096,,,
LOC796922,-1.436,,,
LOC796940,-0.310,,,
LOC797104,-0.671,,,
LOC797120,-4.000,,,
LOC797168,-4.000,,,
LOC797305,-0.121,,,
LOC797311,-0.946,,,
LOC797394,-4.000,,,
LOC797711,-0.787,,,
LOC797799,-0.959,,,
LOC797842,-4.000,,,
LOC797949,-1.699,,,
LOC797963,-2.000,,,
LOC797974,-4.000,,,
LOC798089,-0.187,,,
LOC798107,-4.000,,,
LOC798120,0.284,,,
LOC798124,0.731,,,
LOC798191,-0.805,,,
LOC798483,-1.436,,,
LOC798514,-4.000,,,
LOC798685,-1.273,,,
LOC798783,-0.192,,,
LOC799039,-0.787,,,
LOC799156,-4.000,,,
LOC799227,-4.000,,,
LOC799574,1.228,,,
LOC799656,0.217,,,
LOC799796,-0.778,,,
LOC799834,-1.875,,,
LOC799914,-4.000,,,
LOC799924,-1.436,,,
LOC799983,-1.222,,,
lonp1,0.737,,,
lonp2,0.960,,,
lonrf1,0.772,,,
lonrf1l,1.804,,,
loxa,0.328,,,
loxhd1a,-4.000,,,
loxhd1b,-2.000,,,
loxl1,0.500,,,
loxl2a,0.554,,,
loxl2b,1.282,,,
loxl3a,-4.000,,,
loxl3b,1.152,,,
loxl4,-0.035,,,
loxl5a,-4.000,,,
loxl5b,-0.394,,,
lpar1,0.777,,,
lpar2a,0.519,,,
lpar2b,1.760,,,
lpar3,1.383,,,
lpar4,-2.000,,,
lpar5a,-4.000,,,
lpar5b,-4.000,,,
lpar6a,1.589,,,
lpar6b,1.569,,,
lpcat1,0.878,,,
lpcat2,1.685,,,
lpcat3,0.926,,,
lpcat4,1.303,,,
lpgat1,0.545,,,
lpin1,0.641,,,
lpin2,0.651,,,
lpl,0.396,,,
lpp,1.560,,,
lpxn,-2.477,,,
lrata,1.519,,,
lratb.1,0.292,,,
lratb.2,-0.239,,,
lrba,0.959,,,
lrch1,0.772,,,
lrch2,-0.591,,,
lrch3,0.756,,,
lrch4,0.883,,,
lrfn1,-0.281,,,
lrfn2b,-0.729,,,
lrfn4a,-0.770,,,
lrfn4b,-0.729,,,
lrfn5a,-0.569,,,
lrfn5b,-0.249,,,
lrguk,-0.543,,,
lrig1,1.024,,,
lrig2,0.866,,,
lrit1a,-0.099,,,
lrit1b,0.904,,,
lrit2,-0.499,,,
lrit3a,0.191,,,
lrit3b,-4.000,,,
lrmda,0.517,,,
lrmp,-0.056,,,
lrp10,1.654,,,
lrp11,-1.000,,,
lrp12,0.927,,,
lrp13,-4.000,,,
lrp1aa,0.403,,,
lrp1ab,0.893,,,
lrp1ba,-4.000,,,
lrp1bb,-0.921,,,
lrp2a,-0.239,,,
lrp2b,-1.222,,,
lrp2bp,-1.198,,,
lrp3,-0.933,,,
LRP4,0.275,,,
lrp5,0.579,,,
lrp8,-0.416,,,
lrpap1,1.154,,,
lrpprc,0.762,,,
lrrc1,1.267,,,
lrrc10,-4.000,,,
lrrc10b,-1.363,,,
lrrc14b,-0.626,,,
lrrc15,-0.328,,,
lrrc17,1.781,,,
lrrc18a,-0.645,,,
lrrc18b,-0.834,,,
lrrc20,1.295,,,
lrrc23,-1.247,,,
lrrc24,-0.596,,,
lrrc28,0.071,,,
lrrc29,0.028,,,
lrrc3,-0.834,,,
lrrc30a,-0.440,,,
lrrc31,-0.244,,,
lrrc32,-0.638,,,
lrrc34,-2.176,,,
lrrc38a,-0.504,,,
lrrc38b,-0.909,,,
lrrc39,-0.044,,,
lrrc3b,-0.651,,,
lrrc3ca,-0.499,,,
lrrc3cb,-4.000,,,
lrrc4.1,-0.548,,,
lrrc4.2,-0.959,,,
lrrc40,0.747,,,
lrrc42,0.049,,,
lrrc45,0.326,,,
lrrc47,0.791,,,
lrrc4ba,-0.664,,,
lrrc4bb,-0.499,,,
lrrc4c,-0.608,,,
lrrc51,-0.579,,,
lrrc53,-0.959,,,
LRRC56,-4.000,,,
lrrc57,1.217,,,
lrrc58a,0.200,,,
lrrc58b,1.531,,,
lrrc59,1.128,,,
lrrc6,-0.334,,,
lrrc61,-0.685,,,
lrrc66,-4.000,,,
lrrc7,-1.331,,,
lrrc73,-0.370,,,
lrrc74a,-4.000,,,
lrrc74b,-4.000,,,
LRRC75A,-0.959,,,
lrrc75ba,-0.563,,,
lrrc75bb,-1.523,,,
lrrc8aa,0.937,,,
lrrc8ab,-0.052,,,
lrrc8c,0.867,,,
lrrc8da,0.926,,,
lrrc8db,0.036,,,
lrrc9,-1.778,,,
lrrcc1,0.451,,,
lrrfip1a,0.973,,,
lrrfip1b,0.221,,,
lrrfip2,1.573,,,
lrriq1,-0.814,,,
lrriq3,-4.000,,,
lrrk1,0.418,,,
lrrk2,-0.071,,,
lrrn1,0.952,,,
lrrn2,-0.448,,,
lrrn3a,-0.538,,,
lrrn3b,-0.090,,,
lrrtm1,-0.167,,,
lrrtm2,-0.185,,,
LRRTM4,-0.533,,,
lrrtm4l1,-0.875,,,
lrrtm4l2,-0.814,,,
lrsam1,0.732,,,
lrtm1,-4.000,,,
lrtm2a,0.129,,,
lrtm2b,-0.699,,,
lrwd1,0.169,,,
lsg1,0.706,,,
lsm1,1.104,,,
lsm10,0.980,,,
lsm11,0.161,,,
lsm12a,0.729,,,
lsm12b,1.674,,,
lsm14aa,1.056,,,
lsm14ab,1.215,,,
lsm14b,-0.456,,,
lsm3,0.977,,,
lsm4,1.720,,,
lsm5,1.561,,,
lsm6,1.739,,,
lsm7,1.979,,,
lsm8,1.578,,,
lsp1,0.116,,,
lsr,1.936,,,
lss,0.056,,,
LT631676.1,0.004,,,
lta,-2.176,,,
lta4h,0.828,,,
ltb4r,-0.357,,,
ltb4r2a,0.581,,,
ltb4r2b,1.015,,,
ltbp1,1.132,,,
ltc4s,-1.632,,,
ltk,-0.394,,,
LTN1,0.662,,,
lto1,0.735,,,
ltv1,0.813,,,
luc7l,1.354,,,
luc7l3,1.082,,,
lum,2.395,,,
lurap1,-0.239,,,
luzp1,0.854,,,
luzp2,0.020,,,
lxn,1.650,,,
ly6m2,0.890,,,
ly6m4,-4.000,,,
ly6m5,-4.000,,,
ly6m6,-4.000,,,
ly6m7,-4.000,,,
ly75,0.117,,,
ly86,-4.000,,,
lyar,0.906,,,
lye,0.865,,,
lygl1,1.302,,,
lygl2,-4.000,,,
lyl1,-1.398,,,
lyn,0.231,,,
lypc,0.076,,,
lypd6,0.957,,,
lypd6b,0.321,,,
lypla1,0.233,,,
lypla2,1.532,,,
lyplal1,-0.287,,,
lyrm1,0.447,,,
lyrm2,1.165,,,
lyrm4,1.626,,,
lyrm5a,0.032,,,
lyrm5b,-0.553,,,
lyrm7,0.955,,,
lyrm9,0.732,,,
lysmd1,0.497,,,
lysmd2,0.912,,,
lysmd3,1.755,,,
lysmd4,0.982,,,
lyst,-0.360,,,
lyve1a,-0.844,,,
lyve1b,-4.000,,,
lyz,0.980,,,
lzic,0.915,,,
lztfl1,1.221,,,
lztr1,0.835,,,
lzts1,1.075,,,
lzts2a,0.471,,,
lzts2b,-0.875,,,
lzts3b,-0.814,,,
m17,-4.000,,,
m1ap,-4.000,,,
m6pr,0.662,,,
maats1,-4.000,,,
mab21l1,0.656,,,
mab21l2,0.800,,,
mab21l3,-1.015,,,
macc1,0.378,,,
macf1a,0.876,,,
macf1b,-4.000,,,
maco1a,0.717,,,
maco1b,-0.370,,,
macrod1,-0.574,,,
macrod2,1.081,,,
mad1l1,0.450,,,
mad2l1,1.826,,,
mad2l1bp,0.639,,,
mad2l2,0.715,,,
madd,0.551,,,
maea,1.045,,,
maf1,0.469,,,
mafa,0.843,,,
mafaa,-0.198,,,
mafb,0.401,,,
mafba,1.191,,,
mafbb,0.879,,,
maff,1.979,,,
mafga,0.052,,,
mafgb,-0.834,,,
mafk,1.164,,,
mag,-0.464,,,
magi1a,0.011,,,
magi1b,0.579,,,
magi2a,0.100,,,
magi2b,-0.528,,,
magi3a,0.685,,,
magi3b,-0.127,,,
magixa,-0.921,,,
magixb,-1.632,,,
magoh,1.844,,,
magt1,1.526,,,
maip1,0.814,,,
MAJIN,-4.000,,,
mak,0.932,,,
mak16,1.269,,,
mal2,0.703,,,
mala,-0.596,,,
malb,0.440,,,
malrd1,-1.015,,,
malt1,0.850,,,
malt2,1.203,,,
malt3,0.707,,,
mamdc2a,0.066,,,
mamdc2b,-0.129,,,
maml1,0.565,,,
maml3,0.332,,,
man1a1,0.502,,,
man1a2,0.868,,,
man1b1a,0.353,,,
man1b1b,0.757,,,
MAN1C1,0.032,,,
man2a1,0.460,,,
man2a2,0.396,,,
man2b1,0.879,,,
man2b2,0.505,,,
man2c1,0.442,,,
manba,0.326,,,
manbal,1.052,,,
manea,0.886,,,
MANEAL,-0.699,,,
manf,1.138,,,
mansc1,-0.077,,,
mao,0.624,,,
map1aa,-0.340,,,
map1ab,-0.301,,,
map1b,-0.558,,,
map1lc3a,1.587,,,
map1lc3b,1.736,,,
map1lc3c,-4.000,,,
map1lc3cl,0.565,,,
map1sa,0.440,,,
map1sb,-0.834,,,
map2,0.631,,,
map2k1,1.803,,,
map2k2a,1.252,,,
map2k2b,0.712,,,
map2k4a,1.159,,,
map2k4b,0.580,,,
map2k5,0.346,,,
map2k6,1.555,,,
map2k7,-0.056,,,
map3k1,1.016,,,
map3k10,-0.658,,,
MAP3K11,-0.036,,,
map3k12,-0.499,,,
MAP3K13,-0.322,,,
map3k14a,1.049,,,
map3k14b,-0.796,,,
map3k15,1.051,,,
map3k19,-0.038,,,
map3k2,0.555,,,
map3k20,0.232,,,
map3k21,0.229,,,
map3k3,0.514,,,
map3k4,0.880,,,
map3k5,0.626,,,
map3k7,1.245,,,
map3k7cl,-0.875,,,
map3k8,-0.119,,,
map3k9,-1.436,,,
map4k2,1.304,,,
map4k3a,0.691,,,
map4k3b,0.251,,,
map4k4,0.509,,,
map4k5,1.560,,,
map4k6,0.041,,,
map4l,0.074,,,
map6a,-1.574,,,
map6b,-1.079,,,
map6d1,-0.057,,,
map7a,-4.000,,,
map7d1a,1.048,,,
map7d1b,1.479,,,
map7d2a,-0.614,,,
map7d2b,-0.016,,,
map7d3,0.304,,,
map9,0.174,,,
mapk1,1.149,,,
mapk10,0.062,,,
mapk11,0.018,,,
mapk12a,2.070,,,
mapk12b,-0.452,,,
mapk13,1.246,,,
mapk14a,1.447,,,
mapk14b,1.078,,,
mapk15,-0.591,,,
mapk3,1.983,,,
mapk4,0.062,,,
mapk6,1.319,,,
mapk7,0.703,,,
mapk8a,0.452,,,
mapk8b,0.962,,,
MAPK8IP1 (1 of many),-0.844,,,
mapk8ip1a,-0.167,,,
mapk8ip2,-0.334,,,
mapk8ip3,-0.043,,,
mapk9,1.041,,,
mapkap1,0.501,,,
mapkapk2a,1.358,,,
mapkapk2b,-0.101,,,
mapkapk3,-0.325,,,
mapkapk5,0.704,,,
mapkbp1,0.333,,,
mapre1a,1.397,,,
mapre1b,1.565,,,
mapre2,1.095,,,
mapre3a,-0.247,,,
mapre3b,0.639,,,
mapta,0.410,,,
maptb,0.013,,,
marchf1,-0.328,,,
marchf11,-4.000,,,
marchf2,0.712,,,
march4,-4.000,,,
marchf4 (1 of many),-0.504,,,
march5,1.026,,,
march5l,1.336,,,
marchf6,0.989,,,
marchf7,1.238,,,
marchf8,1.094,,,
marchf9,-0.102,,,
marcksa,0.659,,,
marcksb,1.319,,,
marcksl1a,1.326,,,
marcksl1b,1.880,,,
marco,-0.334,,,
MARF1,0.423,,,
mark1,-0.370,,,
mark2a,1.293,,,
mark2b,1.156,,,
mark3a,1.185,,,
mark3b,0.849,,,
MARK4,0.732,,,
mark4a,-0.504,,,
mars,0.782,,,
mars2,-0.015,,,
marveld1,0.956,,,
marveld2a,1.064,,,
marveld2b,0.040,,,
marveld3,0.955,,,
masp1,-0.387,,,
masp2,-0.854,,,
mast1a,-1.062,,,
mast1b,-1.097,,,
mast2,0.473,,,
mast3a,0.324,,,
mast3b,-0.481,,,
mastl,0.957,,,
mat1a,1.275,,,
mat2aa,1.954,,,
mat2ab,0.690,,,
mat2al,1.510,,,
mat2b,1.154,,,
matk,-4.000,,,
matn1,1.609,,,
matn3a,0.502,,,
matn3b,-0.440,,,
matn4,2.036,,,
matr3l1.1,1.432,,,
mau2,0.982,,,
mavs,0.736,,,
max,1.686,,,
maza,0.066,,,
mb,0.916,,,
mbd1a,0.146,,,
mbd1b,0.656,,,
mbd2,1.460,,,
mbd3a,1.788,,,
mbd3b,0.570,,,
mbd4,0.900,,,
mbd5,0.330,,,
mbd6,0.469,,,
mbip,0.695,,,
mbl2,-0.172,,,
mblac1,-0.161,,,
mblac2,-0.796,,,
mbnl1,0.981,,,
mbnl2,1.310,,,
mbnl3,1.124,,,
mboat1,0.054,,,
mboat2a,0.811,,,
mboat2b,0.052,,,
mboat4,-4.000,,,
mboat7,1.324,,,
mbpa,0.176,,,
mbpb,1.974,,,
mbtd1,1.026,,,
mbtps1,1.167,,,
mbtps2,0.931,,,
mc1r,-0.729,,,
mc2r,-4.000,,,
mc3r,-4.000,,,
mc4r,-4.000,,,
mc5ra,-0.864,,,
mc5rb,-1.778,,,
mcama,0.245,,,
mcamb,-0.185,,,
mcat,0.125,,,
mcc,0.565,,,
mccc1,1.160,,,
mccc2,1.554,,,
mcee,0.550,,,
mcf2a,-0.897,,,
mcf2b,-0.886,,,
mcf2l2,-0.391,,,
mcf2la,1.307,,,
mcf2lb,-0.553,,,
mcfd2,0.941,,,
mchr1a,-0.770,,,
mchr1b,-0.036,,,
mchr2,-4.000,,,
mcl1a,2.828,,,
mcl1b,2.361,,,
mcm10,-0.066,,,
mcm2,1.035,,,
mcm3,1.137,,,
mcm3ap,0.588,,,
mcm3l,-0.854,,,
mcm4,1.407,,,
mcm5,1.309,,,
mcm6,1.088,,,
mcm6l,-0.753,,,
mcm7,1.516,,,
mcm8,0.297,,,
mcm9,-0.298,,,
mcmbp,0.802,,,
MCMDC2,0.858,,,
mcoln1a,0.229,,,
mcoln1b,-0.805,,,
mcoln2,-1.632,,,
mcoln3a,-0.729,,,
mcph1,-0.139,,,
mcrip1,1.199,,,
mcrs1,1.090,,,
mctp1a,-1.778,,,
mctp1b,0.605,,,
mctp2a,-1.000,,,
mctp2b,-0.864,,,
mcts1,1.712,,,
mcu,1.835,,,
MCUR1,0.857,,,
mdc1,0.527,,,
MDFI,1.137,,,
MDFIC,0.398,,,
mdga1,-0.651,,,
mdga2a,-0.504,,,
mdh1aa,1.703,,,
mdh1ab,1.033,,,
mdh1b,-0.301,,,
mdh2,2.090,,,
mdka,3.130,,,
mdkb,1.400,,,
mdm1,0.530,,,
mdm2,0.729,,,
mdm4,1.031,,,
mdn1,-0.056,,,
me1,0.117,,,
me2,1.106,,,
me3,1.449,,,
mea1,0.205,,,
meaf6,1.675,,,
meak7,0.505,,,
mecom,0.231,,,
mecp2,0.256,,,
mecr,0.452,,,
med1,0.436,,,
med10,1.387,,,
med11,1.357,,,
med12,0.985,,,
med13a,0.865,,,
med13b,0.845,,,
med14,0.731,,,
med15,0.864,,,
med16,0.596,,,
med17,0.935,,,
med18,0.418,,,
med19a,1.419,,,
med19b,0.994,,,
med20,1.037,,,
med21,1.327,,,
med22,1.137,,,
med23,0.857,,,
med24,0.753,,,
med25,0.976,,,
med27,1.350,,,
med28,1.349,,,
med29,1.118,,,
med30,1.256,,,
med31,1.159,,,
med4,0.401,,,
med6,1.085,,,
med7,1.048,,,
med8,0.937,,,
MED9,1.033,,,
mef2aa,0.956,,,
mef2ab,0.016,,,
mef2b,-1.398,,,
mef2ca,0.007,,,
mef2cb,0.173,,,
mef2d,1.262,,,
megf10,-0.217,,,
megf11,-1.176,,,
megf6a,-0.095,,,
megf6b,1.049,,,
mei4,-4.000,,,
meig1,0.953,,,
meiob,-4.000,,,
meis1a,1.605,,,
meis1b,2.015,,,
meis3,0.323,,,
melk,0.863,,,
meltf,-0.115,,,
memo1,1.071,,,
men1,0.731,,,
meox1,0.134,,,
meox2a,-0.448,,,
meox2b,-0.875,,,
mep1a.1,-0.805,,,
mep1a.2,-0.946,,,
mep1b,-4.000,,,
mertka,0.178,,,
mesd,1.609,,,
mespaa,-2.477,,,
mespab,-4.000,,,
mespba,-4.000,,,
mespbb,-4.000,,,
mest,0.693,,,
met,0.751,,,
metap1,1.262,,,
metap1d,0.587,,,
metap2a,0.836,,,
metap2b,1.336,,,
metrn,0.616,,,
metrnla,1.648,,,
metrnlb,-0.041,,,
mettl1,1.222,,,
mettl11b,-0.875,,,
mettl13,0.180,,,
mettl14,0.541,,,
mettl15,0.273,,,
mettl16,0.733,,,
mettl17,0.846,,,
METTL18,0.099,,,
mettl21a,0.399,,,
METTL21C,-4.000,,,
mettl22,0.609,,,
mettl23,-0.322,,,
mettl24,1.215,,,
mettl25,0.260,,,
mettl26,0.266,,,
mettl27,0.108,,,
mettl2a,0.897,,,
mettl3,0.653,,,
mettl4,-0.499,,,
mettl5,1.001,,,
mettl6,0.580,,,
mettl7a,-0.167,,,
mettl8,-0.093,,,
mettl9,0.659,,,
mex3b,0.725,,,
mex3c,0.032,,,
mfap1,1.285,,,
mfap2,1.337,,,
mfap3l,0.543,,,
mfap4,0.703,,,
MFAP4 (1 of many),1.049,,,
mfap5,0.172,,,
mff,1.194,,,
mfge8a,0.439,,,
mfge8b,-0.553,,,
mfhas1,1.104,,,
MFN1,-0.165,,,
mfn1b,1.123,,,
mfn2,0.340,,,
mfng,-0.155,,,
mfrp,-0.761,,,
mfsd1,0.205,,,
mfsd10,0.798,,,
mfsd11,-0.367,,,
mfsd12a,0.300,,,
mfsd13a,1.392,,,
mfsd2aa,-0.344,,,
mfsd2ab,1.723,,,
mfsd2b,-0.553,,,
MFSD3,0.459,,,
mfsd4aa,0.117,,,
mfsd4ab,-0.528,,,
mfsd4b,0.193,,,
mfsd5,0.691,,,
mfsd6a,1.135,,,
mfsd6b,-0.114,,,
mfsd6l,-0.456,,,
mfsd7,-1.301,,,
mfsd8,0.808,,,
mfsd9,-0.448,,,
mgaa,0.486,,,
mgat1a,1.561,,,
mgat1b,0.154,,,
mgat2,0.917,,,
mgat3a,-0.477,,,
mgat3b,0.470,,,
mgat4a,-1.015,,,
mgat4b,0.340,,,
mgat4c,-2.477,,,
mgat5,0.968,,,
MGAT5B,-1.632,,,
MGC174155,-2.000,,,
mgll,0.288,,,
mgme1,0.569,,,
mgmt,1.059,,,
mgp,-0.844,,,
mgrn1a,1.259,,,
mgrn1b,0.164,,,
mgst1.1,1.497,,,
mgst1.2,0.870,,,
mgst2,1.359,,,
mgst3a,2.166,,,
mgst3b,2.101,,,
mhc1laa,0.749,,,
mhc1lba,-0.972,,,
mhc1lda,-4.000,,,
mhc1lfa,-1.273,,,
mhc1lga,-4.000,,,
mhc1lia,-0.178,,,
mhc1lja,-4.000,,,
mhc1lla,-4.000,,,
mhc1uba,-0.391,,,
mhc1uka,-0.897,,,
mhc1uma,-0.864,,,
mhc1zaa,-1.398,,,
mhc1zba,1.560,,,
mhc1zca,-0.933,,,
mhc1zda,-0.325,,,
mhc1zea,0.088,,,
mhc1zfa,0.558,,,
mhc1zja,0.016,,,
mhc1zka,-0.490,,,
mhc2b,-1.875,,,
mhc2dab,-1.155,,,
mhc2dbb,-0.787,,,
mia,0.816,,,
mia2,0.654,,,
mia3,1.001,,,
mib1,1.182,,,
mib2,-0.370,,,
mibp,1.812,,,
mibp2,1.249,,,
mical1,1.352,,,
mical2a,1.203,,,
mical2b,-0.056,,,
mical3a,1.036,,,
mical3b,-0.060,,,
micall1a,0.177,,,
micall1b.2,-2.000,,,
micall2a,-1.875,,,
micall2b,0.576,,,
micu1,1.780,,,
micu2,1.557,,,
micu3a,-0.721,,,
micu3b,0.025,,,
mid1,0.779,,,
mid1ip1a,1.294,,,
mid1ip1b,1.267,,,
mid1ip1l,1.985,,,
mid2,0.175,,,
midn,2.255,,,
mief1,0.274,,,
mief2,0.740,,,
mier1a,0.714,,,
mier1b,-0.276,,,
mier2,0.560,,,
mier3a,0.934,,,
mier3b,0.295,,,
mif,1.765,,,
mif4gda,0.773,,,
mif4gdb,-0.147,,,
miga1,0.509,,,
miga2,-0.886,,,
miip,0.727,,,
MINAR1,-2.477,,,
mindy2,0.235,,,
mindy3,0.761,,,
mindy4b,-1.247,,,
mink1,0.801,,,
minos1,1.406,,,
minpp1a,0.881,,,
minpp1b,0.662,,,
mios,0.712,,,
miox,-0.137,,,
mipa,-0.854,,,
mipb,-0.440,,,
mipep,0.528,,,
mipol1,0.488,,,
mir1-1,-4.000,,,
mir1-2,-4.000,,,
mir100-1,-4.000,,,
mir100-2,-4.000,,,
mir101a,-4.000,,,
mir101b,-4.000,,,
mir103,-4.000,,,
mir107,-4.000,,,
mir107a,-4.000,,,
mir107b,-4.000,,,
mir10a,-4.000,,,
mir10b-1,-4.000,,,
mir10b-2,-4.000,,,
mir10c,-4.000,,,
mir10d,-4.000,,,
mir122,-4.000,,,
mir124-1,-4.000,,,
mir124-2,-4.000,,,
mir124-3,-0.614,,,
mir124-4,-4.000,,,
mir124-5,-4.000,,,
mir124-6,-4.000,,,
mir125a-1,-4.000,,,
mir125a-2,-4.000,,,
mir125b-1,-4.000,,,
mir125b-2,-4.000,,,
mir125b-3,-4.000,,,
mir125c,-4.000,,,
mir126a,-4.000,,,
mir126b,-4.000,,,
mir128-1,-4.000,,,
mir128-2,-4.000,,,
mir129-1,-4.000,,,
mir129-2,-4.000,,,
mir129-4,-4.000,,,
mir1306,-4.000,,,
mir130a,-4.000,,,
mir130a-1,-4.000,,,
mir130b,-2.000,,,
mir130c-1,-4.000,,,
mir130c-2,-4.000,,,
mir132-1,-4.000,,,
mir132-2,-1.398,,,
mir133a-1,-4.000,,,
mir133a-2,-4.000,,,
mir133b,-4.000,,,
mir133c,-4.000,,,
mir135a,-4.000,,,
mir135b,-1.632,,,
mir135c-1,-4.000,,,
mir135c-2,-4.000,,,
mir137-1,-4.000,,,
mir137-2,-4.000,,,
mir138,-4.000,,,
mir138-1,-4.000,,,
mir1388,-4.000,,,
mir140,-4.000,,,
mir141,-4.000,,,
mir142a,-4.000,,,
mir142b,-4.000,,,
mir143,-4.000,,,
mir143-2,-4.000,,,
mir144,-4.000,,,
mir145,-4.000,,,
mir146a,-4.000,,,
mir146b,-4.000,,,
mir148,-4.000,,,
mir150,-4.000,,,
mir152,-4.000,,,
mir153a,-4.000,,,
mir153b,-4.000,,,
mir153c,-4.000,,,
mir155,-4.000,,,
mir15a-1,-4.000,,,
mir15a-2,-4.000,,,
mir15b,-4.000,,,
mir15c,-4.000,,,
mir16a,-4.000,,,
mir16b,-4.000,,,
mir16c,-4.000,,,
mir1788,-4.000,,,
mir17a-1,-4.000,,,
mir17a-2,-4.000,,,
mir181a-2,-4.000,,,
mir181b-1,-1.778,,,
mir181b-2,-4.000,,,
mir181b-3,-0.585,,,
mir181c,-4.000,,,
mir182,-4.000,,,
mir183,-4.000,,,
mir184-1,-4.000,,,
mir184-2,-4.000,,,
mir187,-4.000,,,
mir18a,-4.000,,,
mir18b,-4.000,,,
mir18c,-4.000,,,
mir190,-4.000,,,
