gene_name,log10FPKM,,,
lrp13,-4.000,,,
lrp1aa,0.902,,,
lrp1ab,0.933,,,
lrp1ba,-0.334,,,
lrp1bb,-0.232,,,
lrp2a,-0.626,,,
lrp2b,-2.477,,,
lrp2bp,-0.185,,,
lrp3,-0.469,,,
LRP4,0.374,,,
lrp5,0.937,,,
lrp8,-0.229,,,
lrpap1,1.310,,,
lrpprc,1.103,,,
lrrc1,1.268,,,
lrrc10,-4.000,,,
lrrc10b,-1.062,,,
lrrc14b,-0.645,,,
lrrc15,-0.039,,,
lrrc17,1.815,,,
lrrc18a,-0.440,,,
lrrc18b,-0.215,,,
lrrc20,1.227,,,
lrrc23,-0.035,,,
lrrc24,-1.477,,,
lrrc28,0.304,,,
lrrc29,0.226,,,
lrrc3,-0.909,,,
lrrc30a,-1.030,,,
lrrc31,0.088,,,
lrrc32,0.404,,,
lrrc34,-0.131,,,
lrrc38a,-0.499,,,
lrrc38b,-0.706,,,
lrrc39,-0.022,,,
lrrc3b,-0.513,,,
lrrc3ca,-0.363,,,
lrrc3cb,-1.301,,,
lrrc4.1,-0.626,,,
lrrc4.2,-0.844,,,
lrrc40,0.760,,,
lrrc42,0.148,,,
lrrc45,0.307,,,
lrrc47,0.851,,,
lrrc4ba,-1.523,,,
lrrc4bb,-0.778,,,
lrrc4c,0.091,,,
lrrc51,-0.499,,,
lrrc53,-1.155,,,
LRRC56,-1.523,,,
lrrc57,1.166,,,
lrrc58a,0.475,,,
lrrc58b,1.683,,,
lrrc59,1.233,,,
lrrc6,-0.165,,,
lrrc61,-0.106,,,
lrrc66,-4.000,,,
lrrc7,-1.398,,,
lrrc73,-0.301,,,
lrrc74a,-4.000,,,
lrrc74b,-1.778,,,
LRRC75A,-0.360,,,
lrrc75ba,-0.076,,,
lrrc75bb,-0.377,,,
lrrc8aa,1.318,,,
lrrc8ab,0.286,,,
lrrc8c,1.192,,,
lrrc8da,0.788,,,
lrrc8db,0.143,,,
lrrc9,-0.632,,,
lrrcc1,0.545,,,
lrrfip1a,0.806,,,
lrrfip1b,0.250,,,
lrrfip2,1.555,,,
lrriq1,-0.608,,,
lrriq3,-0.946,,,
lrrk1,0.340,,,
lrrk2,0.374,,,
lrrn1,0.687,,,
lrrn2,-0.092,,,
lrrn3a,0.031,,,
lrrn3b,0.427,,,
lrrtm1,-0.473,,,
lrrtm2,-0.513,,,
LRRTM4,-0.844,,,
lrrtm4l1,-0.499,,,
lrrtm4l2,-4.000,,,
lrsam1,0.851,,,
lrtm1,-0.416,,,
lrtm2a,0.663,,,
lrtm2b,-0.337,,,
lrwd1,0.382,,,
lsg1,0.874,,,
lsm1,1.185,,,
lsm10,0.796,,,
lsm11,0.430,,,
lsm12a,0.642,,,
lsm12b,1.644,,,
lsm14aa,1.190,,,
lsm14ab,1.383,,,
lsm14b,-4.000,,,
lsm3,0.948,,,
lsm4,1.855,,,
lsm5,1.686,,,
lsm6,1.953,,,
lsm7,2.064,,,
lsm8,1.616,,,
lsp1,0.676,,,
lsr,1.964,,,
lss,0.446,,,
LT631676.1,0.130,,,
lta,-2.176,,,
lta4h,1.022,,,
ltb4r,-4.000,,,
ltb4r2a,0.691,,,
ltb4r2b,1.073,,,
ltbp1,1.231,,,
ltc4s,-1.176,,,
ltk,0.388,,,
LTN1,0.752,,,
lto1,0.895,,,
ltv1,0.891,,,
luc7l,1.362,,,
luc7l3,1.119,,,
lum,2.403,,,
lurap1,0.305,,,
luzp1,0.885,,,
luzp2,-0.172,,,
lxn,1.562,,,
ly6m2,0.167,,,
ly6m4,-4.000,,,
ly6m5,-0.244,,,
ly6m6,-1.030,,,
ly6m7,-4.000,,,
ly75,0.162,,,
ly86,-4.000,,,
lyar,1.083,,,
lye,2.073,,,
lygl1,1.006,,,
lygl2,-4.000,,,
lyl1,-1.247,,,
lyn,0.596,,,
lypc,-0.569,,,
lypd6,0.765,,,
lypd6b,0.234,,,
lypla1,0.508,,,
lypla2,1.529,,,
lyplal1,0.040,,,
lyrm1,0.504,,,
lyrm2,1.134,,,
lyrm4,1.621,,,
lyrm5a,-0.004,,,
lyrm5b,-0.638,,,
lyrm7,1.073,,,
lyrm9,0.850,,,
lysmd1,0.484,,,
lysmd2,1.247,,,
lysmd3,1.836,,,
lysmd4,0.990,,,
lyst,-0.117,,,
lyve1a,-1.155,,,
lyve1b,-0.490,,,
lyz,0.702,,,
lzic,0.881,,,
lztfl1,1.251,,,
lztr1,0.750,,,
lzts1,0.968,,,
lzts2a,1.140,,,
lzts2b,0.257,,,
lzts3b,-1.062,,,
m17,-4.000,,,
m1ap,-4.000,,,
m6pr,0.913,,,
maats1,-0.632,,,
mab21l1,0.650,,,
mab21l2,1.254,,,
mab21l3,-0.651,,,
macc1,1.125,,,
macf1a,0.843,,,
macf1b,-0.444,,,
maco1a,0.893,,,
maco1b,0.142,,,
macrod1,-0.239,,,
macrod2,1.303,,,
mad1l1,0.634,,,
mad2l1,1.913,,,
mad2l1bp,0.763,,,
mad2l2,0.931,,,
madd,0.744,,,
maea,1.118,,,
maf1,0.574,,,
mafa,0.822,,,
mafaa,-0.432,,,
mafb,0.150,,,
mafba,1.282,,,
mafbb,1.496,,,
maff,2.248,,,
mafga,-1.176,,,
mafgb,-0.664,,,
mafk,1.463,,,
mag,-0.224,,,
magi1a,0.045,,,
magi1b,0.740,,,
magi2a,0.115,,,
magi2b,-0.729,,,
magi3a,0.992,,,
magi3b,-0.009,,,
magixa,-0.886,,,
magixb,-0.737,,,
magoh,1.835,,,
magt1,1.582,,,
maip1,1.007,,,
MAJIN,-0.737,,,
mak,1.005,,,
mak16,1.374,,,
mal2,0.944,,,
mala,-0.072,,,
malb,0.821,,,
malrd1,-4.000,,,
malt1,0.839,,,
malt2,1.001,,,
malt3,1.046,,,
mamdc2a,0.718,,,
mamdc2b,0.602,,,
maml1,0.639,,,
maml3,0.391,,,
man1a1,0.711,,,
man1a2,1.064,,,
man1b1a,0.469,,,
man1b1b,0.858,,,
MAN1C1,-0.608,,,
man2a1,0.314,,,
man2a2,0.447,,,
man2b1,0.862,,,
man2b2,0.646,,,
man2c1,0.466,,,
manba,0.311,,,
manbal,1.166,,,
manea,0.947,,,
MANEAL,-0.201,,,
manf,1.419,,,
mansc1,0.145,,,
mao,0.556,,,
map1aa,-0.281,,,
map1ab,-1.273,,,
map1b,-0.347,,,
map1lc3a,1.709,,,
map1lc3b,1.790,,,
map1lc3c,-1.632,,,
map1lc3cl,0.189,,,
map1sa,0.712,,,
map1sb,-1.176,,,
map2,0.631,,,
map2k1,1.667,,,
map2k2a,1.385,,,
map2k2b,0.741,,,
map2k4a,1.147,,,
map2k4b,0.645,,,
map2k5,0.294,,,
map2k6,1.528,,,
map2k7,0.267,,,
map3k1,1.312,,,
map3k10,-0.787,,,
MAP3K11,0.007,,,
map3k12,-0.796,,,
MAP3K13,-0.897,,,
map3k14a,1.387,,,
map3k14b,-4.000,,,
map3k15,1.021,,,
map3k19,0.039,,,
map3k2,0.717,,,
map3k20,0.246,,,
map3k21,0.557,,,
map3k3,0.822,,,
map3k4,1.102,,,
map3k5,0.691,,,
map3k7,1.257,,,
map3k7cl,-4.000,,,
map3k8,0.291,,,
map3k9,-0.854,,,
map4k2,1.160,,,
map4k3a,0.861,,,
map4k3b,0.553,,,
map4k4,0.611,,,
map4k5,1.615,,,
map4k6,0.200,,,
map4l,-0.252,,,
map6a,-0.685,,,
map6b,-0.854,,,
map6d1,-1.079,,,
map7a,-1.523,,,
map7d1a,1.209,,,
map7d1b,1.271,,,
map7d2a,-0.692,,,
map7d2b,0.217,,,
map7d3,0.634,,,
map9,0.440,,,
mapk1,1.168,,,
mapk10,-0.088,,,
mapk11,0.028,,,
mapk12a,1.888,,,
mapk12b,-1.135,,,
mapk13,1.256,,,
mapk14a,1.500,,,
mapk14b,1.229,,,
mapk15,-0.025,,,
mapk3,2.016,,,
mapk4,0.244,,,
mapk6,1.378,,,
mapk7,0.596,,,
mapk8a,0.482,,,
mapk8b,0.919,,,
MAPK8IP1 (1 of many),-0.645,,,
mapk8ip1a,-0.159,,,
mapk8ip2,-0.574,,,
mapk8ip3,-0.347,,,
mapk9,1.076,,,
mapkap1,0.699,,,
mapkapk2a,1.488,,,
mapkapk2b,-0.533,,,
mapkapk3,0.006,,,
mapkapk5,0.794,,,
mapkbp1,0.623,,,
mapre1a,1.449,,,
mapre1b,1.658,,,
mapre2,1.225,,,
mapre3a,-0.278,,,
mapre3b,0.720,,,
mapta,0.370,,,
maptb,0.076,,,
marchf1,-0.959,,,
marchf11,-0.875,,,
marchf2,0.995,,,
march4,-4.000,,,
marchf4 (1 of many),-4.000,,,
march5,1.157,,,
march5l,1.300,,,
marchf6,1.260,,,
marchf7,1.312,,,
marchf8,0.954,,,
marchf9,-0.620,,,
marcksa,0.969,,,
marcksb,1.489,,,
marcksl1a,1.832,,,
marcksl1b,2.046,,,
marco,-0.770,,,
MARF1,0.572,,,
mark1,-0.394,,,
mark2a,1.348,,,
mark2b,1.173,,,
mark3a,1.233,,,
mark3b,0.874,,,
MARK4,0.830,,,
mark4a,-0.347,,,
mars,1.135,,,
mars2,0.309,,,
marveld1,1.326,,,
marveld2a,1.246,,,
marveld2b,0.498,,,
marveld3,1.010,,,
masp1,-0.370,,,
masp2,-0.658,,,
mast1a,-4.000,,,
mast1b,-0.322,,,
mast2,0.466,,,
mast3a,0.445,,,
mast3b,-0.249,,,
mastl,1.021,,,
mat1a,1.096,,,
mat2aa,1.994,,,
mat2ab,1.039,,,
mat2al,1.372,,,
mat2b,1.186,,,
matk,-0.921,,,
matn1,3.306,,,
matn3a,0.546,,,
matn3b,-0.165,,,
matn4,2.869,,,
matr3l1.1,1.594,,,
mau2,1.036,,,
mavs,0.599,,,
max,1.808,,,
maza,0.362,,,
mb,0.948,,,
mbd1a,0.454,,,
mbd1b,0.799,,,
mbd2,1.449,,,
mbd3a,1.814,,,
mbd3b,0.843,,,
mbd4,0.783,,,
mbd5,0.459,,,
mbd6,0.723,,,
mbip,0.847,,,
mbl2,-0.824,,,
mblac1,-0.024,,,
mblac2,-0.102,,,
mbnl1,1.132,,,
mbnl2,1.528,,,
mbnl3,0.928,,,
mboat1,0.741,,,
mboat2a,0.950,,,
mboat2b,0.333,,,
mboat4,-4.000,,,
mboat7,1.406,,,
mbpa,0.627,,,
mbpb,1.959,,,
mbtd1,1.091,,,
mbtps1,1.323,,,
mbtps2,1.025,,,
mc1r,-4.000,,,
mc2r,-4.000,,,
mc3r,-4.000,,,
mc4r,-4.000,,,
mc5ra,-0.473,,,
mc5rb,-4.000,,,
mcama,1.105,,,
mcamb,0.361,,,
mcat,0.472,,,
mcc,0.758,,,
mccc1,1.355,,,
mccc2,1.603,,,
mcee,0.676,,,
mcf2a,-0.460,,,
mcf2b,-2.176,,,
mcf2l2,-0.145,,,
mcf2la,0.828,,,
mcf2lb,-0.298,,,
mcfd2,1.219,,,
mchr1a,-4.000,,,
mchr1b,0.588,,,
mchr2,-0.844,,,
mcl1a,2.902,,,
mcl1b,2.417,,,
mcm10,-0.084,,,
mcm2,1.321,,,
mcm3,1.444,,,
mcm3ap,0.606,,,
mcm3l,-0.513,,,
mcm4,1.711,,,
mcm5,1.663,,,
mcm6,1.468,,,
mcm6l,-1.247,,,
mcm7,1.811,,,
mcm8,0.444,,,
mcm9,0.037,,,
mcmbp,1.046,,,
MCMDC2,0.955,,,
mcoln1a,0.444,,,
mcoln1b,-0.518,,,
mcoln2,-0.854,,,
mcoln3a,0.124,,,
mcph1,0.068,,,
mcrip1,1.279,,,
mcrs1,1.147,,,
mctp1a,-0.444,,,
mctp1b,0.537,,,
mctp2a,0.596,,,
mctp2b,-0.620,,,
mcts1,1.865,,,
mcu,1.690,,,
MCUR1,0.871,,,
mdc1,0.638,,,
MDFI,1.217,,,
MDFIC,0.539,,,
mdga1,-0.620,,,
mdga2a,-0.528,,,
mdh1aa,1.861,,,
mdh1ab,0.760,,,
mdh1b,-0.151,,,
mdh2,2.131,,,
mdka,2.823,,,
mdkb,1.468,,,
mdm1,0.332,,,
mdm2,0.846,,,
mdm4,1.106,,,
mdn1,-0.019,,,
me1,0.212,,,
me2,1.177,,,
me3,1.662,,,
mea1,0.276,,,
meaf6,1.702,,,
meak7,0.629,,,
mecom,0.987,,,
mecp2,0.353,,,
mecr,0.669,,,
med1,0.362,,,
med10,1.542,,,
med11,1.347,,,
med12,1.129,,,
med13a,0.960,,,
med13b,0.929,,,
med14,0.866,,,
med15,0.910,,,
med16,0.864,,,
med17,1.044,,,
med18,0.715,,,
med19a,1.458,,,
med19b,0.898,,,
med20,1.100,,,
med21,1.454,,,
med22,1.212,,,
med23,1.043,,,
med24,1.092,,,
med25,1.043,,,
med27,1.383,,,
med28,1.338,,,
med29,1.027,,,
med30,1.318,,,
med31,1.120,,,
med4,0.610,,,
med6,1.211,,,
med7,1.113,,,
med8,0.936,,,
MED9,1.070,,,
mef2aa,1.172,,,
mef2ab,-0.344,,,
mef2b,-0.678,,,
mef2ca,-0.102,,,
mef2cb,0.740,,,
mef2d,1.446,,,
megf10,-0.172,,,
megf11,-0.753,,,
megf6a,0.213,,,
megf6b,0.859,,,
mei4,-0.761,,,
meig1,1.045,,,
meiob,-4.000,,,
meis1a,1.490,,,
meis1b,2.159,,,
meis3,0.440,,,
melk,0.850,,,
meltf,1.030,,,
memo1,1.250,,,
men1,0.968,,,
meox1,0.647,,,
meox2a,0.230,,,
meox2b,-0.295,,,
mep1a.1,-0.319,,,
mep1a.2,-4.000,,,
mep1b,-2.477,,,
mertka,0.534,,,
mesd,1.738,,,
mespaa,-4.000,,,
mespab,-4.000,,,
mespba,-4.000,,,
mespbb,-1.046,,,
mest,0.838,,,
met,0.995,,,
metap1,1.363,,,
metap1d,0.749,,,
metap2a,0.590,,,
metap2b,1.431,,,
metrn,0.943,,,
metrnla,1.731,,,
metrnlb,0.097,,,
mettl1,1.229,,,
mettl11b,-0.262,,,
mettl13,0.348,,,
mettl14,0.833,,,
mettl15,0.393,,,
mettl16,0.716,,,
mettl17,0.970,,,
METTL18,0.291,,,
mettl21a,0.482,,,
METTL21C,-4.000,,,
mettl22,0.621,,,
mettl23,0.102,,,
mettl24,1.355,,,
mettl25,0.259,,,
mettl26,0.469,,,
mettl27,0.397,,,
mettl2a,1.084,,,
mettl3,0.718,,,
mettl4,-0.273,,,
mettl5,1.004,,,
mettl6,0.711,,,
mettl7a,0.421,,,
mettl8,0.157,,,
mettl9,0.779,,,
mex3b,1.014,,,
mex3c,0.225,,,
mfap1,1.303,,,
mfap2,2.067,,,
mfap3l,0.671,,,
mfap4,0.040,,,
MFAP4 (1 of many),1.082,,,
mfap5,0.849,,,
mff,1.216,,,
mfge8a,1.005,,,
mfge8b,-0.084,,,
mfhas1,1.020,,,
MFN1,-4.000,,,
mfn1b,1.183,,,
mfn2,0.531,,,
mfng,-0.579,,,
mfrp,-1.155,,,
mfsd1,0.328,,,
mfsd10,0.996,,,
mfsd11,-0.287,,,
mfsd12a,0.623,,,
mfsd13a,1.383,,,
mfsd2aa,0.308,,,
mfsd2ab,1.727,,,
mfsd2b,-0.056,,,
MFSD3,0.467,,,
mfsd4aa,-0.102,,,
mfsd4ab,-4.000,,,
mfsd4b,0.218,,,
mfsd5,0.902,,,
mfsd6a,1.207,,,
mfsd6b,0.922,,,
mfsd6l,0.108,,,
mfsd7,-0.986,,,
mfsd8,0.949,,,
mfsd9,0.368,,,
mgaa,0.592,,,
mgat1a,1.713,,,
mgat1b,0.475,,,
mgat2,0.927,,,
mgat3a,0.105,,,
mgat3b,0.751,,,
mgat4a,-0.174,,,
mgat4b,0.623,,,
mgat4c,-0.420,,,
mgat5,1.086,,,
MGAT5B,-1.778,,,
MGC174155,-0.028,,,
mgll,0.853,,,
mgme1,0.350,,,
mgmt,0.984,,,
mgp,-0.344,,,
mgrn1a,1.298,,,
mgrn1b,0.368,,,
mgst1.1,1.517,,,
mgst1.2,1.217,,,
mgst2,1.666,,,
mgst3a,2.126,,,
mgst3b,2.204,,,
mhc1laa,0.802,,,
mhc1lba,-4.000,,,
mhc1lda,-4.000,,,
mhc1lfa,-4.000,,,
mhc1lga,-4.000,,,
mhc1lia,-0.106,,,
mhc1lja,-4.000,,,
mhc1lla,-4.000,,,
mhc1uba,-4.000,,,
mhc1uka,-1.331,,,
mhc1uma,-0.753,,,
mhc1zaa,-4.000,,,
mhc1zba,1.664,,,
mhc1zca,-0.538,,,
mhc1zda,0.049,,,
mhc1zea,0.930,,,
mhc1zfa,-1.363,,,
mhc1zja,0.501,,,
mhc1zka,-2.176,,,
mhc2b,-4.000,,,
mhc2dab,-4.000,,,
mhc2dbb,-0.135,,,
mia,2.605,,,
mia2,0.706,,,
mia3,1.206,,,
mib1,1.326,,,
mib2,-0.210,,,
mibp,2.036,,,
mibp2,1.386,,,
mical1,1.254,,,
mical2a,1.045,,,
mical2b,0.307,,,
mical3a,1.024,,,
mical3b,0.611,,,
micall1a,0.498,,,
micall1b.2,-1.574,,,
micall2a,-1.097,,,
micall2b,0.814,,,
micu1,1.790,,,
micu2,1.576,,,
micu3a,-0.051,,,
micu3b,0.150,,,
mid1,0.384,,,
mid1ip1a,1.545,,,
mid1ip1b,1.407,,,
mid1ip1l,1.817,,,
mid2,0.523,,,
midn,2.149,,,
mief1,0.405,,,
mief2,1.128,,,
mier1a,0.947,,,
mier1b,-0.473,,,
mier2,0.703,,,
mier3a,1.071,,,
mier3b,0.621,,,
mif,1.773,,,
mif4gda,0.746,,,
mif4gdb,-0.247,,,
miga1,0.503,,,
miga2,-0.290,,,
miip,0.727,,,
MINAR1,-4.000,,,
mindy2,0.576,,,
mindy3,0.813,,,
mindy4b,-0.678,,,
mink1,0.832,,,
minos1,1.381,,,
minpp1a,1.202,,,
minpp1b,0.763,,,
mios,0.803,,,
miox,-1.046,,,
mipa,-0.787,,,
mipb,-0.745,,,
mipep,0.685,,,
mipol1,0.833,,,
mir1-1,-4.000,,,
mir1-2,-4.000,,,
mir100-1,-4.000,,,
mir100-2,-4.000,,,
mir101a,-4.000,,,
mir101b,-4.000,,,
mir103,-4.000,,,
mir107,-4.000,,,
mir107a,-4.000,,,
mir107b,-4.000,,,
mir10a,-4.000,,,
mir10b-1,-4.000,,,
mir10b-2,-4.000,,,
mir10c,-4.000,,,
mir10d,-4.000,,,
mir122,-4.000,,,
mir124-1,-4.000,,,
mir124-2,-4.000,,,
mir124-3,-1.398,,,
mir124-4,-4.000,,,
mir124-5,-4.000,,,
mir124-6,-4.000,,,
mir125a-1,-4.000,,,
mir125a-2,-2.477,,,
mir125b-1,-4.000,,,
mir125b-2,-4.000,,,
mir125b-3,-4.000,,,
mir125c,-4.000,,,
mir126a,-4.000,,,
mir126b,-4.000,,,
mir128-1,-4.000,,,
mir128-2,-4.000,,,
mir129-1,-2.477,,,
mir129-2,-4.000,,,
mir129-4,-4.000,,,
mir1306,-4.000,,,
mir130a,-4.000,,,
mir130a-1,-4.000,,,
mir130b,-4.000,,,
mir130c-1,-4.000,,,
mir130c-2,-4.000,,,
mir132-1,-1.875,,,
mir132-2,-1.778,,,
mir133a-1,-4.000,,,
mir133a-2,-4.000,,,
mir133b,-4.000,,,
mir133c,-4.000,,,
mir135a,-4.000,,,
mir135b,-1.398,,,
mir135c-1,-4.000,,,
mir135c-2,-4.000,,,
mir137-1,-4.000,,,
mir137-2,-4.000,,,
mir138,-4.000,,,
mir138-1,-4.000,,,
mir1388,-4.000,,,
mir140,-4.000,,,
mir141,-4.000,,,
mir142a,-4.000,,,
mir142b,-4.000,,,
mir143,-4.000,,,
mir143-2,-4.000,,,
mir144,-4.000,,,
mir145,-4.000,,,
mir146a,-4.000,,,
mir146b,-4.000,,,
mir148,-4.000,,,
mir150,-4.000,,,
mir152,-4.000,,,
mir153a,-4.000,,,
mir153b,-4.000,,,
mir153c,-4.000,,,
mir155,-4.000,,,
mir15a-1,-4.000,,,
mir15a-2,-4.000,,,
mir15b,-4.000,,,
mir15c,-4.000,,,
mir16a,-4.000,,,
mir16b,-4.000,,,
mir16c,-4.000,,,
mir1788,-4.000,,,
mir17a-1,-4.000,,,
mir17a-2,-4.000,,,
mir181a-2,-4.000,,,
mir181b-1,-1.155,,,
mir181b-2,-4.000,,,
mir181b-3,-0.814,,,
mir181c,-4.000,,,
mir182,-4.000,,,
mir183,-4.000,,,
mir184-1,-4.000,,,
mir184-2,-4.000,,,
mir187,-4.000,,,
mir18a,-4.000,,,
mir18b,-4.000,,,
mir18c,-4.000,,,
mir190,-4.000,,,
mir190a,-4.000,,,
mir190b,-4.000,,,
mir192,-4.000,,,
mir193a-1,-4.000,,,
mir193a-2,-4.000,,,
mir193b,-4.000,,,
mir194a,-4.000,,,
mir194b,-4.000,,,
mir196a-1,-4.000,,,
mir196a-2,-4.000,,,
mir196b,-4.000,,,
mir196c,-4.000,,,
mir196d,-4.000,,,
mir199-2,-0.424,,,
mir199-3,-0.761,,,
mir199-3a,-4.000,,,
mir19a,-4.000,,,
mir19b,-4.000,,,
MIR19B2 (1 of many),-4.000,,,
mir19c,-4.000,,,
mir19d,-4.000,,,
mir200a,-4.000,,,
mir200b,-4.000,,,
mir200c,-4.000,,,
mir202,-4.000,,,
mir203a,0.013,,,
mir203b,-4.000,,,
mir204-1,-4.000,,,
mir204-2,-4.000,,,
mir205,0.903,,,
mir206-1,-4.000,,,
mir206-2,-4.000,,,
mir20a,-4.000,,,
mir20b,-4.000,,,
mir21-1,0.334,,,
mir21-2,-4.000,,,
mir210,-4.000,,,
mir212,-4.000,,,
mir214a,-1.097,,,
mir216a,-4.000,,,
mir216a-1,-4.000,,,
mir216b,-4.000,,,
mir216b-1,-4.000,,,
mir217,-4.000,,,
mir217-1,-4.000,,,
mir2184,-4.000,,,
mir2185-1,-4.000,,,
mir2187,-4.000,,,
mir2188,-4.000,,,
mir2189,-4.000,,,
mir218a-1,-4.000,,,
mir218a-2,-4.000,,,
mir218b,-4.000,,,
mir219-1,-4.000,,,
mir219-2,-4.000,,,
mir219-3,-4.000,,,
mir2191,-4.000,,,
mir2192,-4.000,,,
mir2195,-4.000,,,
mir2196,-4.000,,,
mir2197,-4.000,,,
mir2198,-4.000,,,
MIR22 (1 of many),-4.000,,,
mir221,-4.000,,,
mir222a,-4.000,,,
mir222b,-4.000,,,
mir223,-4.000,,,
mir22a,0.531,,,
mir22b,-4.000,,,
mir23a-1,-4.000,,,
mir23a-2,-4.000,,,
mir23a-3,-4.000,,,
mir24-1,-4.000,,,
mir24-3,-4.000,,,
mir24-4,-4.000,,,
mir25,-4.000,,,
mir26a-1,-4.000,,,
mir26a-2,-4.000,,,
mir26a-3,-4.000,,,
mir26b,-4.000,,,
mir27a,-4.000,,,
mir27b,-4.000,,,
mir27c,-4.000,,,
mir27d,-4.000,,,
mir27e,-4.000,,,
mir29a-1,-4.000,,,
mir29b-1,-1.477,,,
mir29b-2,-4.000,,,
mir301a,-4.000,,,
mir301a-1,-4.000,,,
mir301b,-1.398,,,
mir301c,-4.000,,,
mir30a,-4.000,,,
mir30b,-4.000,,,
mir30c,-4.000,,,
mir30d,-4.000,,,
mir30e-2,-4.000,,,
mir31,-4.000,,,
mir338-1,-4.000,,,
mir338-2,-4.000,,,
mir338-3,-4.000,,,
mir34,-4.000,,,
mir34a,-4.000,,,
mir34b,-4.000,,,
mir34c,-4.000,,,
mir363,-4.000,,,
mir365-1,-4.000,,,
mir365-2,-4.000,,,
mir365-3,-4.000,,,
mir375-1,-4.000,,,
mir375-2,-0.270,,,
mir3906,-4.000,,,
mir429,-4.000,,,
mir429a,-4.000,,,
mir429b,-4.000,,,
mir430a-1,-4.000,,,
mir430a-4,-4.000,,,
mir430b-10,-2.176,,,
mir430b-4,-4.000,,,
mir430b-9,-4.000,,,
mir430c-1,-4.000,,,
mir451,-4.000,,,
mir451a,-4.000,,,
mir454a,-4.000,,,
mir454b,-1.477,,,
mir455,-4.000,,,
mir455-1,-4.000,,,
mir455-2,-4.000,,,
mir456,-4.000,,,
mir457a,-4.000,,,
mir457b,-1.135,,,
mir458,-4.000,,,
mir459,-4.000,,,
mir460,-4.000,,,
mir461,-4.000,,,
mir462,-4.000,,,
mir489,-4.000,,,
mir499,-4.000,,,
mir499a,-4.000,,,
mir7145,-4.000,,,
mir7146,-4.000,,,
mir7147,-4.000,,,
mir7148,-4.000,,,
mir7149,-4.000,,,
mir722,-4.000,,,
mir723,-4.000,,,
mir724,-4.000,,,
mir725,-0.428,,,
mir726,-4.000,,,
mir727,-4.000,,,
mir728,-4.000,,,
mir729,-4.000,,,
mir730,-4.000,,,
mir731,-4.000,,,
mir732,-4.000,,,
mir733,-4.000,,,
mir734,-4.000,,,
mir735,-4.000,,,
mir736,-4.000,,,
mir737,-4.000,,,
mir738,-4.000,,,
mir740,-4.000,,,
mir7a-1,-4.000,,,
mir7a-2,-4.000,,,
mir7a-3,-4.000,,,
mir7b,-4.000,,,
mir9-1,-4.000,,,
mir9-2,-4.000,,,
mir9-3,-4.000,,,
mir9-4,-4.000,,,
mir9-5,-4.000,,,
mir9-6,-4.000,,,
mir9-7,-4.000,,,
mir92a-1,-4.000,,,
mir92a-2,-4.000,,,
mir92b,-4.000,,,
mir93,-4.000,,,
mir96,-4.000,,,
mir99-1,-4.000,,,
mir99-2,-4.000,,,
mirlet7a-2,-4.000,,,
mirlet7c-2,-4.000,,,
mirlet7d-2,-4.000,,,
mirlet7g-2,-4.000,,,
mirlet7h,-4.000,,,
mirlet7j,-4.000,,,
mis12,0.607,,,
mis18a,0.767,,,
mis18bp1,0.421,,,
mitd1,0.490,,,
mitfa,-1.079,,,
mitfb,-1.062,,,
mixl1,-0.357,,,
mki67,1.587,,,
mkks,-0.273,,,
mkln1,0.871,,,
mknk1,1.805,,,
mknk2a,0.080,,,
mknk2b,2.083,,,
mkrn1,1.101,,,
mkrn2,0.869,,,
mkrn2os.1,0.485,,,
mkrn2os.2,-0.706,,,
mkrn4,0.831,,,
mks1,0.360,,,
mkxa,1.216,,,
mkxb,-0.384,,,
mlana,-1.436,,,
mlc1,-0.886,,,
mlec,0.837,,,
mlf1,0.486,,,
mlf2,1.671,,,
mlh1,0.780,,,
mlh3,0.188,,,
mlip,-0.737,,,
mllt10,1.484,,,
mllt11,0.299,,,
mllt1a,-0.033,,,
mllt1b,0.671,,,
mllt3,0.928,,,
mlnl,-0.486,,,
mlnr,-4.000,,,
mlpha,-0.301,,,
mlphb,-0.334,,,
mlsl,-4.000,,,
mlst8,1.110,,,
mlx,0.576,,,
mlxip,0.522,,,
mlxipl,-0.753,,,
mlycd,0.283,,,
mmaa,0.850,,,
mmab,0.961,,,
mmachc,-0.007,,,
mmadhc,1.173,,,
mmd,0.806,,,
mmd2a,0.166,,,
mmel1,0.463,,,
mmgt1,1.454,,,
mmp11a,1.217,,,
mmp11b,1.170,,,
mmp13a,0.903,,,
mmp13b,-0.620,,,
mmp14a,1.804,,,
mmp14b,1.599,,,
mmp15a,0.940,,,
mmp15b,0.792,,,
mmp16a,0.418,,,
mmp16b,-1.273,,,
mmp17a,0.062,,,
mmp17b,-0.310,,,
mmp19,-4.000,,,
mmp2,2.294,,,
mmp20a,0.111,,,
mmp20b,-2.477,,,
mmp21,-0.909,,,
MMP23B,1.115,,,
mmp23bb,0.095,,,
mmp24,-1.000,,,
mmp25a,-1.247,,,
mmp25b,-4.000,,,
mmp28,1.759,,,
mmp30,1.590,,,
mmp9,1.772,,,
mmrn2a,0.637,,,
mmrn2b,0.396,,,
mms19,0.684,,,
mms22l,0.807,,,
mn1a,0.804,,,
mn1b,0.900,,,
mnat1,0.832,,,
mnd1,1.224,,,
mns1,0.298,,,
mnta,0.033,,,
mntb,0.514,,,
mnx1,-0.834,,,
